x,y,z,scaled x, scaled y, scaled z, distance
539660.424530,822380.095983,925209.966155,134915.106132,205595.023996,23130.249154,36444.053247
579379.477510,838120.307888,927940.197926,144844.869378,209530.076972,23198.504948,26565.891200
547494.957808,829396.841043,912858.665292,136873.739452,207349.210261,22821.466632,23339.920760
578000.980948,828158.522611,950630.998849,144500.245237,207039.630653,23765.774971,46174.478623
568478.162148,863742.616485,921493.394078,142119.540537,215935.654121,23037.334852,38871.606511
599737.787981,811029.753984,872374.513538,149934.446995,202757.438496,21809.362838,47913.291390
577967.928671,831086.630465,882070.621456,144491.982168,207771.657616,22051.765536,24796.771846
555680.732376,823044.806447,901061.273296,138920.183094,205761.201612,22526.531832,15447.481942
575012.146978,827372.779533,941761.036199,143753.036744,206843.194883,23544.025905,36944.964066
559927.094811,816488.435939,913332.000000,139981.773703,204122.108985,22833.300000,17344.817539
587462.773211,813137.320892,879131.547682,146865.693303,203284.330223,21978.288692,35177.228074
569918.760829,809861.112859,873804.200327,142479.690207,202465.278215,21845.105008,36521.615251
566714.864331,815114.643637,911211.000000,141678.716083,203778.660909,22780.275000,14879.181408
572721.334682,837800.999120,909128.664438,143180.333670,209450.249780,22728.216611,10618.223047
573832.738532,836766.558708,915654.517954,143458.184633,209191.639677,22891.362949,14004.376644
586318.232332,821260.638373,931400.201180,146579.558083,205315.159593,23285.005030,31900.746308
571616.827181,829795.640332,906353.766895,142904.206795,207448.910083,22658.844172,2717.802958
569355.600773,823931.053081,907925.494611,142338.900193,205982.763270,22698.137365,5258.063774
564891.275688,806815.653836,899289.887807,141222.818922,201703.913459,22482.247195,22911.475282
560824.789570,817511.279264,892194.205712,140206.197392,204377.819816,22304.855143,19123.017446
542907.070338,809086.127249,916776.000000,135726.767585,202271.531812,22919.400000,34886.405767
548995.817578,813481.331029,893706.211718,137248.954394,203370.332757,22342.655293,27909.291395
589752.892421,820491.489884,872449.120012,147438.223105,205122.872471,21811.228000,39335.360717
575072.958924,848967.000000,921696.402972,143768.239731,212241.750000,23042.410074,26879.368927
531627.110069,815453.370047,866883.340454,132906.777517,203863.342512,21672.083511,55472.314491
587812.879832,834809.716435,895293.000000,146953.219958,208702.429109,22382.325000,21759.103414
552428.479876,822741.265970,920778.381231,138107.119969,205685.316493,23019.459531,23804.943801
518968.160155,848860.964992,940663.657346,129742.040039,212215.241248,23516.591434,65027.925279
551142.714763,823564.941661,920871.503006,137785.678691,205891.235415,23021.787575,24627.242777
570564.575682,823626.325111,913461.520070,142641.143920,205906.581278,22836.538002,9586.444019
576009.680292,838566.756935,914623.519021,144002.420073,209641.689234,22865.587976,15242.972402
585148.499382,839560.028825,912788.435668,146287.124846,209890.007206,22819.710892,20596.266716
543823.810923,823477.044407,927634.927483,135955.952731,205869.261102,23190.873187,34458.088217
565843.378478,807092.219083,902970.097291,141460.844620,201773.054771,22574.252432,21791.220493
544259.212794,848643.977430,934295.526599,136064.803198,212160.994357,23357.388165,43485.826447
564257.581506,838839.447879,932605.167321,141064.395377,209709.861970,23315.129183,29743.844293
564493.565580,838759.303672,932467.240819,141123.391395,209689.825918,23311.681020,29547.787920
544142.917369,819513.820390,926853.911630,136035.729342,204878.455098,23171.347791,34522.302744
590226.400329,804972.529749,878045.341468,147556.600082,201243.132437,21951.133537,41457.687127
565657.577885,829689.603578,919006.108274,141414.394471,207422.400894,22975.152707,14355.816750
