x,y,z,scaled x, scaled y, scaled z, distance
832055.931873,847092.463887,893510.715196,208013.982968,211773.115972,22337.767880,40397.188870
859858.398445,874464.005536,939414.000000,214964.599611,218616.001384,23485.350000,28150.960303
822407.463750,856070.931731,917002.106250,205601.865937,214017.732933,22925.052656,20294.821522
805396.513014,843195.415651,900747.349264,201349.128254,210798.853913,22518.683732,46908.827767
843799.663037,833671.028810,915124.384658,210949.915759,208417.757202,22878.109616,33539.289273
806941.596118,861715.839197,924105.000000,201735.399030,215428.959799,23102.625000,29804.053754
856818.345182,848847.722542,916868.530546,214204.586295,212211.930635,22921.713264,28406.610583
850287.239106,849012.652317,913036.861461,212571.809776,212253.163079,22825.921537,26344.229086
867265.952421,850833.479502,915434.520498,216816.488105,212708.369876,22885.863012,36652.366379
859622.414542,875194.324118,939415.876890,214905.603635,218798.581029,23485.396922,28276.738858
856242.208442,841390.181608,916456.667230,214060.552111,210347.545402,22911.416681,32425.436248
832852.721431,863973.350298,926781.405753,208213.180358,215993.337574,23169.535144,5303.422670
794307.144981,849022.923195,916026.270844,198576.786245,212255.730799,22900.656771,46159.273834
827270.793792,815439.794085,920483.795549,206817.698448,203859.948521,23012.094889,48771.536900
851915.973399,864828.177967,934350.833660,212978.993350,216207.044492,23358.770841,16520.274296
879952.966670,861202.539264,927796.998305,219988.241667,215300.634816,23194.924958,44068.215033
811932.912108,860270.826485,926379.060165,202983.228027,215067.706621,23159.476504,24537.218050
837898.712742,857805.890656,943108.521728,209474.678186,214451.472664,23577.713043,13321.898121
826686.000000,841803.128498,932533.511781,206671.500000,210450.782124,23313.337795,22603.250678
798795.596012,862560.013868,927503.300270,199698.899003,215640.003467,23187.582507,37339.989565
816693.409455,859245.894178,907559.899642,204173.352364,214811.473545,22688.997491,30305.616260
815292.959141,838672.620478,918223.336246,203823.239785,209668.155120,22955.583406,33822.789123
815476.874894,849641.959611,913709.003697,203869.218724,212410.489903,22842.725092,29515.101193
802870.674759,862160.268223,926033.998511,200717.668690,215540.067056,23150.849963,33455.512200
858146.206850,884418.086592,938966.960946,214536.551713,221104.521648,23474.174024,32356.907445
883720.537309,850631.451583,929497.734250,220930.134327,212657.862896,23237.443356,49150.254923
855824.263656,853742.737265,930199.011376,213956.065914,213435.684316,23254.975284,21610.203719
799138.622867,864404.435384,928577.734048,199784.655717,216101.108846,23214.443351,36978.377782
845980.264165,855030.303060,917974.988613,211495.066041,213757.575765,22949.374715,17755.577367
797613.155609,869460.485038,918432.671934,199403.288902,217365.121259,22960.816798,40929.301253
809543.551090,861316.667350,925933.503005,202385.887772,215329.166838,23148.337575,26900.730162
844823.149916,882386.307890,936209.635927,211205.787479,220596.576973,23405.240898,22598.924545
835355.211843,821306.061646,907667.817491,208838.802961,205326.515411,22691.695437,47052.703081
862919.039936,819491.706113,905203.925947,215729.759984,204872.926528,22630.098149,56658.475727
853168.425872,846996.893855,909826.622021,213292.106468,211749.223464,22745.665551,31084.128356
842011.937822,856674.167093,937886.228053,210502.984456,214168.541773,23447.155701,10928.026428
800443.355560,852944.726598,917883.301533,200110.838890,213236.181650,22947.082538,38944.410453
854025.752590,838559.381277,916181.398148,213506.438147,209639.845319,22904.534954,33181.469593
849839.698438,862327.104936,931607.688089,212459.924610,215581.776234,23290.192202,13872.131310
874982.505539,859534.426560,929376.000000,218745.626385,214883.606640,23234.400000,39108.993461
864772.395127,862495.511760,923774.534438,216193.098782,215623.877940,23094.363361,29603.229769
834637.451005,866404.548995,917290.862559,208659.362751,216601.137249,22932.271564,14102.160411
814866.273277,841028.905085,909422.441979,203716.568319,210257.226271,22735.561049,36788.069421
857120.494664,866245.022744,909359.867741,214280.123666,216561.255686,22733.996694,30296.952462
799303.654810,865124.352190,928896.462172,199825.913703,216281.088047,23222.411554,36844.509454
792850.508623,858197.846986,916514.742607,198212.627156,214549.461747,22912.868565,45610.469294
813455.802433,861162.392794,906612.521387,203363.950608,215290.598199,22665.313035,33023.795752
865007.764578,844410.423143,931285.840415,216251.941145,211102.605786,23282.146010,34099.202374
879035.320981,856612.516752,929257.072306,219758.830245,214153.129188,23231.426808,43440.748992
828185.672235,819155.294144,919607.225876,207046.418059,204788.823536,22990.180647,45251.373461
846238.480760,875944.130208,930048.000000,211559.620190,218986.032552,23251.200000,17058.045610
801609.056187,840259.760484,940204.023526,200402.264047,210064.940121,23505.100588,41941.182322
859369.636360,841409.652293,905492.204717,214842.409090,210352.413073,22637.305118,40249.362389
843803.986602,880201.104564,920161.117962,210950.996650,220050.276141,23004.027949,22185.322740
861409.166098,871479.123291,904102.224762,215352.291525,217869.780823,22602.555619,37923.930561
839353.646632,844189.866089,924026.996989,209838.411658,211047.466522,23100.674925,19615.601848
814326.228464,841018.732722,909909.784364,203581.557116,210254.683181,22747.744609,36829.174045
877552.201603,834544.871501,920834.663253,219388.050401,208636.217875,23020.866581,50951.894346
850776.879516,849077.119212,912337.240968,212694.219879,212269.279803,22808.431024,27051.323821
871684.042180,860644.383079,924735.000000,217921.010545,215161.095770,23118.375000,36225.188360
817312.523915,859493.643563,920048.127202,204328.130979,214873.410891,23001.203180,21701.369504
835197.635554,865399.003947,928002.094881,208799.408889,216349.750987,23200.052372,4183.856992
807925.033190,860811.072324,924252.000000,201981.258297,215202.768081,23106.300000,28845.988706
836817.937593,859867.671163,905584.654799,209204.484398,214966.917791,22639.616370,25268.064360
850203.213418,867449.990711,925561.067088,212550.803354,216862.497678,23139.026677,15961.713773
825092.884566,853587.612122,908584.970704,206273.221141,213396.903031,22714.624268,26174.263049
