x,y,z,scaled x, scaled y, scaled z, distance
834177.933406,572685.054003,778729.498134,208544.483352,143171.263501,19468.237453,9338.487799
760764.822559,590195.882364,795845.083774,190191.205640,147548.970591,19896.127094,74824.034732
829813.289885,574434.656062,774920.343938,207453.322471,143608.664015,19373.008598,4802.941927
847189.720296,580852.475520,767109.195815,211797.430074,145213.118880,19177.729895,17440.123661
840792.951915,592901.460163,794535.000000,210198.237979,148225.365041,19863.375000,28724.538819
847210.097602,581095.596747,783258.000000,211802.524400,145273.899187,19581.450000,20192.092806
834814.071910,584166.977468,773291.812656,208703.517978,146041.744367,19332.295316,7384.752756
848200.191441,560359.909574,776815.602118,212050.047860,140089.977394,19420.390053,25445.221242
796342.536592,590567.995899,758586.464775,199085.634148,147641.998975,18964.661619,38900.472517
830533.952624,570744.789331,773931.510013,207633.488156,142686.197333,19348.287750,7673.352936
822512.211626,543525.902450,789390.000000,205628.052907,135881.475613,19734.750000,39605.257449
841150.643601,543518.978994,774102.000000,210287.660900,135879.744748,19352.550000,36267.842227
765594.260151,584811.459109,792544.792458,191398.565038,146202.864777,19813.619811,68556.951693
778498.026575,551723.428657,803085.169561,194624.506644,137930.857164,20077.129239,66229.099579
842152.128032,599998.516665,793260.540571,210538.032008,149999.629166,19831.513514,32527.842323
823433.233311,546952.371269,791133.000000,205858.308328,136738.092817,19778.325000,37311.728913
857458.933184,588910.528182,800874.013065,214364.733296,147227.632045,20021.850327,40790.563301
818835.883249,528059.114198,783920.066251,204708.970812,132014.778549,19598.001656,52852.885753
869044.152542,585086.684224,768936.000000,217261.038135,146271.671056,19223.400000,39108.211829
852922.002923,579026.186419,783522.051181,213230.500731,144756.546605,19588.051280,25048.716071
805198.945479,537167.615204,756675.717601,201299.736370,134291.903801,18916.892940,50667.121365
789122.094820,529999.722569,739876.812340,197280.523705,132499.930642,18496.920308,71291.912651
819848.692608,570478.045836,765231.394550,204962.173152,142619.511459,19130.784864,14930.096834
834949.921432,547478.081008,779915.248527,208737.480358,136869.520252,19497.881213,31982.710541
839555.661716,581279.803403,772425.731479,209888.915429,145319.950851,19310.643287,9413.073998
821214.610793,581009.313392,765144.799925,205303.652698,145252.328348,19128.619998,12044.363166
822445.488798,592951.997728,774356.792348,205611.372199,148237.999432,19358.919809,17068.121112
833142.217420,578443.558137,780788.255987,208285.554355,144610.889534,19519.706400,9093.056365
856649.009204,568530.339469,797127.404033,214162.252301,142132.584867,19928.185101,37377.680460
855037.093447,578893.109725,800272.805200,213759.273362,144723.277431,20006.820130,37296.952810
830591.080804,570584.303315,774840.373659,207647.770201,142646.075829,19371.009341,8095.919467
832090.835803,572544.499747,773297.968343,208022.708951,143136.124937,19332.449209,5945.006964
860571.226537,571029.955770,782348.270766,215142.806634,142757.488943,19558.706769,32420.798083
833803.406054,574601.101372,779091.748234,208450.851514,143650.275343,19477.293706,8503.901292
826332.725022,595670.593469,772573.663699,206583.181255,148917.648367,19314.341592,18029.689248
903058.525635,582176.806153,768886.952028,225764.631409,145544.201538,19222.173801,72561.327084
837867.006571,555315.645520,786085.490697,209466.751643,138828.911380,19652.137267,27780.660363
830781.102067,572661.251067,772780.237314,207695.275517,143165.312767,19319.505933,5569.163987
834803.227671,578092.181376,773387.068174,208700.806918,144523.045344,19334.676704,4342.385637
832252.698638,573409.418265,779118.807888,208063.174660,143352.354566,19477.970197,8680.665285
833068.520062,571811.776805,780255.000000,208267.130016,142952.944201,19506.375000,10666.050999
833018.407981,574359.039926,780682.776057,208254.601995,143589.759982,19517.069401,9735.717180
834808.045805,622680.758188,779269.079422,208702.011451,155670.189547,19481.726986,45273.070043
841280.086708,579241.243113,789451.192080,210320.021677,144810.310778,19736.279802,20413.782146
819609.208335,600744.984224,713762.010716,204902.302084,150186.246056,17844.050268,63466.340888
837982.373697,604271.035587,781757.424962,209495.593424,151067.758897,19543.935624,28784.606693
824621.044554,592633.747566,775864.097583,206155.261139,148158.436892,19396.602440,16130.623872
844277.160324,547064.160324,771274.807304,211069.290081,136766.040081,19281.870183,33967.227746
814346.360261,586617.520907,767986.737920,203586.590065,146654.380227,19199.668448,18822.269431
828976.418691,569729.006629,770401.247563,207244.104673,142432.251657,19260.031189,8774.586892
834337.965169,572837.250836,778992.311227,208584.491292,143209.312709,19474.807781,9502.083399
849480.822466,584572.338289,781153.429178,212370.205616,146143.084572,19528.835729,21852.641217
817398.683837,600454.745187,707139.665354,204349.670959,150113.686297,17678.491634,69889.232610
895013.272341,583931.982756,768429.008622,223753.318085,145982.995689,19210.725216,64694.738400
831881.675376,591348.485312,747379.748108,207970.418844,147837.121328,18684.493703,27981.970658
855961.585299,587553.111914,802624.865993,213990.396325,146888.277979,20065.621650,40775.606417
832579.909056,577285.725977,775651.745775,208144.977264,144321.431494,19391.293644,4179.629561
795383.259927,591912.634294,757480.612432,198845.814982,147978.158573,18937.015311,40572.632561
829267.341546,549440.741501,791808.408794,207316.835387,137360.185375,19795.210220,34910.160182
831282.252903,522338.407355,775040.480423,207820.563226,130584.601839,19376.012011,55925.431554
834161.843850,552351.744331,780091.533369,208540.460962,138087.936083,19502.288334,27277.776446
823611.627772,592765.576138,754383.000000,205902.906943,148191.394035,18859.575000,23966.936293
832903.670158,597962.964820,775670.737764,208225.917539,149490.741205,19391.768444,20236.364993
854169.162648,573816.184487,771057.169928,213542.290662,143454.046122,19276.429248,23915.215491
836545.906280,574080.801291,774699.813014,209136.476570,143520.200323,19367.495325,7637.659004
824521.618318,587705.464311,777157.572555,206130.404580,146926.366078,19428.939314,12441.882216
762613.103962,585571.216121,794184.120899,190653.275990,146392.804030,19854.603022,71955.194276
761950.264277,577639.722496,790020.000000,190487.566069,144409.930624,19750.500000,71040.826645
830100.522859,575948.814361,775257.000000,207525.130715,143987.203590,19381.425000,3957.076230
809582.856700,582808.732286,763371.000000,202395.714175,145702.183071,19084.275000,23270.097074
832746.653549,578333.909628,772065.000000,208186.663387,144583.477407,19301.625000,2076.516143
804845.437884,564000.048462,762300.000000,201211.359471,141000.012116,19057.500000,31034.763811
843166.877264,562752.468973,794909.088912,210791.719316,140688.117243,19872.727223,30282.436429
833330.617781,577259.269680,781042.101167,208332.654445,144314.817420,19526.052529,9430.406423
807684.713307,590020.589589,769280.043514,201921.178327,147505.147397,19232.001088,26008.002334
832908.452247,574770.897283,779016.000000,208227.113062,143692.724321,19475.400000,8079.009863
838846.702905,603003.237428,797028.841392,209711.675726,150750.809357,19925.721035,36157.927159
863331.000000,578468.349711,805296.356393,215832.750000,144617.087428,20132.408910,46609.198782
825233.666313,604211.905984,778659.000000,206308.416578,151052.976496,19466.475000,27406.026456
760833.505486,585953.080438,796205.667276,190208.376371,146488.270110,19905.141682,74312.679230
820389.178393,586862.763684,786632.207377,205097.294598,146715.690921,19665.805184,19852.999776
848360.450956,559816.531709,777252.000000,212090.112739,139954.132927,19431.300000,26021.562546
807257.982297,588776.014215,764122.873749,201814.495574,147194.003554,19103.071844,26895.351986
758585.209256,587726.366692,793967.208282,189646.302314,146931.591673,19849.180207,75954.049860
825141.122280,597675.551182,780836.571098,206285.280570,149418.887796,19520.914277,22092.782766
837695.530011,582529.126622,772255.335842,209423.882503,145632.281656,19306.383396,8260.452377
830438.679383,554657.825430,753335.106872,207609.669846,138664.456357,18833.377672,30053.652765
820313.608308,586931.461346,786587.765495,205078.402077,146732.865336,19664.694137,19889.814432
867071.694597,585019.862964,769030.662118,216767.923649,146254.965741,19225.766553,37154.897726
816043.822685,585224.625095,779583.000000,204010.955671,146306.156274,19489.575000,17905.982372
823581.112059,590196.037141,774313.833258,205895.278015,147549.009285,19357.845831,14138.348601
845074.997614,556927.578180,774523.171591,211268.749404,139231.894545,19363.079290,25790.748470
840655.261694,583732.892514,770058.827092,210163.815424,145933.223128,19251.470677,11590.743088
823241.889564,617832.293464,766866.834659,205810.472391,154458.073366,19171.670866,40673.480483
807061.465682,587549.300391,767024.165290,201765.366420,146887.325098,19175.604132,25895.725877
821626.523756,609995.092209,784456.466066,205406.630939,152498.773052,19611.411652,35330.747828
795650.024026,588761.500281,749559.644128,198912.506007,147190.375070,18738.991103,42943.608852
832638.130977,554059.774580,778964.874856,208159.532744,138514.943645,19474.121871,25171.196317
823388.428557,590131.658334,773504.005951,205847.107139,147532.914584,19337.600149,14074.592282
832649.377679,571322.225863,777190.779513,208162.344420,142830.556466,19429.769488,8800.784918
834425.809933,586694.012869,764184.029930,208606.452483,146673.503217,19104.600748,12176.442641
818883.269623,584439.937718,758858.048808,204720.817406,146109.984429,18971.451220,18762.173307
811846.375680,568388.583580,760777.618264,202961.593920,142097.145895,19019.440457,24026.398605
858227.991385,581087.716209,763057.014295,214556.997846,145271.929052,19076.425357,29124.921888
839584.474276,539498.090898,769879.337333,209896.118569,134874.522724,19246.983433,39753.232182
827506.322392,560455.738341,759311.297544,206876.580598,140113.934585,18982.782439,22050.310059
826337.337805,604223.437274,766769.900531,206584.334451,151055.859318,19169.247513,26923.197490
825424.753786,618037.741668,780444.756819,206356.188447,154509.435417,19511.118920,41071.341527
783919.454852,571007.933708,751276.809113,195979.863713,142751.983427,18781.920228,51659.685877
768450.882359,584730.018757,791394.157130,192112.720590,146182.504689,19784.853928,65493.903605
832839.000000,567544.571114,781659.284877,208209.750000,141886.142778,19541.482122,14502.467312
824245.034576,557021.876864,751042.083494,206061.258644,139255.469216,18776.052087,30494.851837
824846.504097,620288.693034,766941.000000,206211.626024,155072.173259,19173.525000,42815.007328
822765.294621,602583.643987,777142.450896,205691.323655,150645.910997,19428.561272,26156.301431
821117.294352,593748.892477,784217.509092,205279.323588,148437.223119,19605.437727,21955.659733
832844.560316,571322.518260,774258.042057,208211.140079,142830.629565,19356.451051,7526.448049
825213.879832,597353.896101,766131.114047,206303.469958,149338.474025,19153.277851,20793.940984
826998.757021,593380.573219,739095.000000,206749.689255,148345.143305,18477.375000,36468.514737
827243.067566,598539.437059,775937.419414,206810.766891,149634.859265,19398.435485,21011.463075
844372.415588,556375.533906,795951.065278,211093.103897,139093.883476,19898.776632,35139.231414
822876.950740,597217.302019,727377.000000,205719.237685,149304.325505,18184.425000,49173.444119
834551.649488,552794.731333,785516.335931,208637.912372,138198.682833,19637.908398,29000.761272
