x,y,z,scaled x, scaled y, scaled z, distance
868105.455088,538426.116987,710656.106504,217026.363772,134606.529247,17766.402663,29717.635816
911329.892312,510842.241387,720276.131561,227832.473078,127710.560347,18006.903289,72948.858226
848071.405084,551902.837000,703773.000000,212017.851271,137975.709250,17594.325000,23937.463447
859632.622414,543041.583252,690837.205666,214908.155604,135760.395813,17270.930142,9626.537350
861287.158056,549177.404021,684782.602020,215321.789514,137294.351005,17119.565050,910.716321
835882.704380,555227.123068,719019.000000,208970.676095,138806.780767,17975.475000,43671.478926
851568.394740,548495.843368,670231.267941,212892.098685,137123.960842,16755.781699,16862.139387
864775.796061,521660.067801,660344.539723,216193.949015,130415.016950,16508.613493,36723.613684
861203.554112,531377.243201,679422.637219,215300.888528,132844.310800,16985.565930,18748.349147
851519.013269,543220.019051,712321.754782,212879.753317,135805.004763,17808.043870,30665.187067
875161.000079,570367.872059,727202.000395,218790.250020,142591.968015,18180.050010,49946.297150
855399.748408,539670.318539,685870.122612,213849.937102,134917.579635,17146.753065,11680.138507
889174.184946,532729.935561,688375.595310,222293.546236,133182.483890,17209.389883,32863.172129
861371.546382,526508.203890,667369.249729,215342.886595,131627.050972,16684.231243,28407.962090
849493.160216,552096.536691,658652.732632,212373.290054,138024.134173,16466.318316,28040.198735
860019.531355,550039.645166,678749.521537,215004.882839,137509.911291,16968.738038,5386.198560
858529.014558,570445.796977,706188.598992,214632.253640,142611.449244,17654.714975,30621.420282
859699.357276,548402.956049,680652.000000,214924.839319,137100.739012,17016.300000,3855.158692
864025.192844,569537.465879,727816.148557,216006.298211,142384.366470,18195.403714,48265.598616
870923.246675,527553.245101,675061.630145,217730.811669,131888.311275,16876.540754,25621.032296
855930.320932,541449.160466,677808.335735,213982.580233,135362.290117,16945.208393,11514.859178
847604.014675,546112.209015,697053.612879,211901.003669,136528.052254,17426.340322,19260.456993
854902.476892,556478.593887,698962.607991,213725.619223,139119.648472,17474.065200,17713.352487
844748.812887,559593.440551,692516.876246,211187.203222,139898.360138,17312.921906,21158.246246
832375.071302,533763.573317,663507.538063,208093.767825,133440.893329,16587.688452,38790.908758
855050.460841,534931.709054,669846.239409,213762.615210,133732.927263,16746.155985,21271.483032
857476.074929,550976.212615,673629.072367,214369.018732,137744.053154,16840.726809,11105.563087
861302.625513,530775.892170,715141.014439,215325.656378,132693.973042,17878.525361,36406.029515
872798.207144,539264.144936,716129.961423,218199.551786,134816.036234,17903.249036,35683.113859
858006.474175,539129.598842,676268.409656,214501.618544,134782.399711,16906.710241,13377.895691
863488.800978,565194.010225,716968.615590,215872.200245,141298.502556,17924.215390,36585.950151
930063.384050,546589.045042,689540.406571,232515.846013,136647.261260,17238.510164,69053.733398
855670.885900,540076.852377,681222.639903,213917.721475,135019.213094,17030.565998,11369.342508
890924.337187,533847.804840,692256.985506,222731.084297,133461.951210,17306.424638,34548.022492
875062.148259,495830.915242,665010.126329,218765.537065,123957.728811,16625.253158,58618.842663
929763.730546,548354.287216,688905.000000,232440.932636,137088.571804,17222.625000,68652.811479
842496.724814,553344.213952,677281.338042,210624.181203,138336.053488,16932.033451,20308.310493
862799.873004,546303.098847,676258.866799,215699.968251,136575.774712,16906.471670,8498.038076
850340.450575,559564.711347,688600.289236,212585.112644,139891.177837,17215.007231,15542.787573
863662.805113,569398.431585,727793.652318,215915.701278,142349.607896,18194.841308,48168.640633
861469.053793,561910.475821,689483.281352,215367.263448,140477.618955,17237.082034,13523.014660
893383.711738,533417.171537,690627.000000,223345.927935,133354.292884,17265.675000,36533.035843
899812.383853,533790.593883,690049.450978,224953.095963,133447.648471,17251.236274,42061.997897
857337.335561,541283.466374,710184.032545,214334.333890,135320.866594,17754.600814,27785.537421
860269.576538,546257.245649,704324.196213,215067.394134,136564.311412,17608.104905,20657.283323
860766.256178,552408.658429,685372.910434,215191.564045,138102.164607,17134.322761,3217.225306
864642.279985,526278.723787,676137.205709,216160.569996,131569.680947,16903.430143,24794.300404
844096.738370,558009.310498,671121.612968,211024.184593,139502.327625,16778.040324,23065.821365
897415.576935,521792.815486,661134.942175,224353.894234,130448.203872,16528.373554,50958.601206
865497.156226,569561.021041,727650.978959,216374.289056,142390.255260,18191.274474,48231.096329
887090.714876,522607.627748,740475.525283,221772.678719,130651.906937,18511.888132,67720.212964
802222.893157,517641.423872,646853.350676,200555.723289,129410.355968,16171.333767,76722.319049
860909.825579,538747.643391,679151.899637,215227.456395,134686.910848,16978.797491,11846.948228
845149.054030,560939.528592,693886.165244,211287.263508,140234.882148,17347.154131,22106.412524
857064.672899,534551.635389,674151.368438,214266.168225,133637.908847,16853.784211,18429.282539
844228.727720,558702.391157,701510.118876,211057.181930,139675.597789,17537.752972,26131.821820
882570.954978,570079.606370,715577.719479,220642.738745,142519.901592,17889.442987,43276.549153
850502.235309,536641.691560,687582.000000,212625.558827,134160.422890,17189.550000,17227.886005
864168.750746,552185.617817,688262.628800,216042.187687,138046.404454,17206.565720,5796.056286
864035.872460,556887.160835,706407.160835,216008.968115,139221.790209,17660.179021,23768.259150
850451.743934,533702.694753,687542.206226,212612.935984,133425.673688,17188.555156,19550.569600
863248.484897,533600.914590,681173.654634,215812.121224,133400.228648,17029.341366,16325.076734
861470.991467,546973.875308,683122.147107,215367.747867,136743.468827,17078.053678,2731.431578
876134.479997,537165.187701,684103.596073,219033.619999,134291.296925,17102.589902,19336.808670
809430.471496,555047.753300,683414.170828,202357.617874,138761.938325,17085.354271,52161.035390
858760.925627,572551.538536,706423.981354,214690.231407,143137.884634,17660.599534,32238.492530
854033.885714,537200.194245,674878.233410,213508.471428,134300.048561,16871.955835,16977.559319
851717.643270,559340.320865,687831.339568,212929.410818,139835.080216,17195.783489,14223.469535
863443.728652,548824.604628,681100.423704,215860.932163,137206.151157,17027.510593,3650.395295
816611.086491,561488.208748,722545.940670,204152.771623,140372.052187,18063.648517,60233.422488
855556.469802,535192.911418,670497.400324,213889.117451,133798.227855,16762.435008,20515.187079
867026.192441,542985.951345,708396.165572,216756.548110,135746.487836,17709.904139,25946.846287
853942.836437,542875.218133,710895.695030,213485.709109,135718.804533,17772.392376,28713.287021
864104.703039,547281.685690,680693.129576,216026.175760,136820.421422,17017.328239,4875.042013
851609.935938,542902.222261,712885.342480,212902.483984,135725.555565,17822.133562,31225.076012
860326.004281,547053.953970,683174.277882,215081.501070,136763.488493,17079.356947,2808.283167
860861.159135,560544.691925,702774.452307,215215.289784,140136.172981,17569.361308,21786.784126
849152.907732,552591.513679,658552.585955,212288.226933,138147.878420,16463.814649,28323.668089
835035.019758,555451.094935,719298.654341,208758.754940,138862.773734,17982.466359,44421.621805
865941.724433,566613.227995,724647.287030,216485.431108,141653.306999,18116.182176,44356.969339
860810.237983,560976.331262,703210.658920,215202.559496,140244.082816,17580.266473,22382.532427
844105.613258,551365.371595,721526.164396,211026.403315,137841.342899,18038.154110,41353.285087
867276.831308,539011.703167,708942.358463,216819.207827,134752.925792,17723.558962,27771.858953
859408.062300,545651.827044,680946.818037,214852.015575,136412.956761,17023.670451,5291.040014
846632.996322,557251.301449,690550.397748,211658.249080,139312.825362,17263.759944,17820.983714
