x,y,z,scaled x, scaled y, scaled z, distance
999039.074711,638182.851393,952886.238424,249759.768678,159545.712848,23822.155961,7108.142689
1011200.768506,643736.981229,911547.000000,252800.192127,160934.245307,22788.675000,36586.348938
1017998.968630,654113.937261,936231.693165,254499.742158,163528.484315,23405.792329,26051.018013
994560.260405,630828.840172,943590.596241,248640.065101,157707.210043,23589.764906,9205.839071
984784.800381,616180.743651,949002.928238,246196.200095,154045.185913,23725.073206,26623.966404
996237.391657,637686.000000,942651.105187,249059.347914,159421.500000,23566.277630,5378.177451
967964.858658,604940.575975,939711.196623,241991.214665,151235.143994,23492.779916,46414.605442
976714.074470,615151.687722,924964.630669,244178.518618,153787.921930,23124.115767,38776.532562
982426.832707,617246.959116,956183.609442,245606.708177,154311.739779,23904.590236,28971.785374
1001588.816636,631259.396484,944024.686695,250397.204159,157814.849121,23600.617167,6605.972772
973721.802050,649428.823317,941001.059002,243430.450512,162357.205829,23525.026475,29715.890891
997002.110911,637912.319051,942459.000000,249250.527728,159478.079763,23561.475000,4948.485183
996934.382743,639555.597560,946030.546864,249233.595686,159888.899390,23650.763672,4104.197696
1012470.874381,646718.216334,937576.454643,253117.718595,161679.554083,23439.411366,17311.134623
979939.391165,666930.536262,925685.917980,244984.847791,166732.634065,23142.147950,41233.434658
1003265.556664,596013.688097,943495.755757,250816.389166,149003.422024,23587.393894,41629.313793
994173.958912,621671.041088,952125.662229,248543.489728,155417.760272,23803.141556,18096.337709
1004775.445917,637862.679064,940900.712787,251193.861479,159465.669766,23522.517820,6653.236398
1027667.094518,657906.729859,933085.204666,256916.773629,164476.682465,23327.130117,36369.606037
986731.693448,655779.824070,919550.346724,246682.923362,163944.956017,22988.758668,34947.042591
996629.894799,614202.083395,954944.894799,249157.473700,153550.520849,23873.622370,25242.133449
988576.355316,657666.223599,942264.237506,247144.088829,164416.555900,23556.605938,23723.620125
977680.887296,648976.777376,941915.208969,244420.221824,162244.194344,23547.880224,25846.915348
999076.409285,638830.450804,948539.217568,249769.102321,159707.612701,23713.480439,3230.259074
1034533.690764,658751.968558,936108.331007,258633.422691,164687.992139,23402.708275,41351.191007
978049.283278,637970.641315,930697.237378,244512.320819,159492.660329,23267.430934,27128.855820
942579.281506,595115.571753,959041.471285,235644.820377,148778.892938,23976.036782,72918.431325
986163.877713,673840.366387,921631.135980,246540.969428,168460.091597,23040.778399,46032.413913
981186.456528,659530.705906,936537.000000,245296.614132,164882.676477,23413.425000,30775.561224
1039520.793599,643026.084691,933959.246704,259880.198400,160756.521173,23348.981168,41226.566693
987515.775565,631179.378244,928977.000000,246878.943891,157794.844561,23224.425000,22269.564121
999043.195451,611518.829377,955459.789046,249760.798863,152879.707344,23886.494726,27677.828331
976119.544271,622741.656101,934078.270969,244029.886068,155685.414025,23351.956774,30843.451086
983953.925636,626217.873360,953911.840676,245988.481409,156554.468340,23847.796017,21513.343912
946692.803393,626511.703226,896154.142939,236673.200848,156627.925806,22403.853573,74115.053727
994244.505189,631914.061647,931989.667951,248561.126297,157978.515412,23299.741699,16275.350301
991956.924343,660939.427700,942198.855400,247989.231086,165234.856925,23554.971385,25242.526846
984717.823433,660142.987149,1009554.506186,246179.455858,165035.746787,25238.862655,69327.105830
1014065.019265,622632.799249,944865.469944,253516.254816,155658.199812,23621.636749,20156.606294
980408.253529,601734.851724,975138.170252,245102.063382,150433.712931,24378.454256,50312.515558
957715.968927,621424.468550,926981.616730,239428.992232,155356.117138,23174.540418,49456.130930
1002533.053261,605955.000000,950289.870189,250633.263315,151488.750000,23757.246755,31883.681679
1025687.855748,654802.257408,930261.179630,256421.963937,163700.564352,23256.529491,34387.374688
988999.052513,652276.855235,987790.954131,247249.763128,163069.213809,24694.773853,45831.458227
990603.022119,657986.330126,915142.373114,247650.755530,164496.582532,22878.559328,38311.832287
990930.051614,653601.202617,953970.051614,247732.512904,163400.300654,23849.251290,20377.238902
991034.416287,585722.430518,947429.330132,247758.604072,146430.607629,23685.733253,52627.548599
958487.018366,620912.012193,945470.177486,239621.754591,155228.003048,23636.754437,45136.950506
987497.322324,657995.575595,915740.928275,246874.330581,164498.893899,22893.523207,38763.224058
1007997.828100,642579.764944,912356.647416,251999.457025,160644.941236,22808.916185,34811.949243
994228.676845,632615.024408,931404.753401,248557.169211,158153.756102,23285.118835,16566.936086
974159.312391,661507.669545,929103.000000,243539.828098,165376.917386,23227.575000,39421.277495
998273.612045,669660.187515,909042.588396,249568.403011,167415.046879,22726.064710,49026.014677
1002163.581308,639339.675463,942732.000000,250540.895327,159834.918866,23568.300000,4093.252686
1009128.069306,641232.577550,941008.580043,252282.017327,160308.144387,23525.214501,10656.264369
1003795.417724,629981.378461,946827.000000,250948.854431,157495.344615,23670.675000,8244.158319
1011405.820594,643619.560693,942609.895378,252851.455148,160904.890173,23565.247384,12981.331663
989584.461559,596801.405062,943950.000000,247396.115390,149200.351266,23598.750000,42154.492841
999403.765182,638872.011469,945619.794397,249850.941296,159718.002867,23640.494860,1790.450641
1000026.518583,618394.051565,934657.750544,250006.629646,154598.512891,23366.443764,22182.426660
1021162.384439,636415.172622,930460.885165,255290.596110,159103.793156,23261.522129,25873.537130
982188.657469,696467.836177,923316.092641,245547.164367,174116.959044,23082.902316,65780.421785
993834.462088,627882.792469,948601.469055,248458.615522,156970.698117,23715.036726,11960.932198
1001107.961467,620443.757689,933073.986903,250276.990367,155110.939422,23326.849673,21367.055451
1002013.811550,634806.893664,947268.526584,250503.452887,158701.723416,23681.713165,3348.664406
965942.017942,615078.211552,941541.778505,241485.504486,153769.552888,23538.544463,41394.459405
1001475.124542,648138.556446,959026.033512,250368.781135,162034.639111,23975.650838,16894.306749
1000672.073636,634967.228685,947798.006344,250168.018409,158741.807171,23694.950159,3116.445137
1007904.515623,625807.816265,945672.000000,251976.128906,156451.954066,23641.800000,13837.331541
1002409.594251,640216.683951,944027.199191,250602.398563,160054.170988,23600.679980,3873.156203
1001991.966813,640184.263431,946335.276707,250497.991703,160046.065858,23658.381918,3128.229936
1000104.664723,638845.941107,944565.882673,250026.166181,159711.485277,23614.147067,1988.777756
988610.752932,609282.021448,947942.524734,247152.688233,152320.505362,23698.563118,30651.590708
984375.856505,611316.774294,947464.823605,246093.964126,152829.193573,23686.620590,30751.510842
984737.616952,616733.272081,925735.058234,246184.404238,154183.318020,23143.376456,32967.860726
997311.212221,653633.095878,907444.857325,249327.803055,163408.273969,22686.121433,41886.257196
1012223.185855,634925.790485,934953.669848,253055.796464,158731.447621,23373.841746,16301.326357
978256.863448,666185.566334,937576.565469,244564.215862,166546.391583,23439.414137,37256.321150
999336.783363,642180.000000,956688.223543,249834.195841,160545.000000,23917.205589,11769.074441
1012087.351885,653735.818864,919832.543955,253021.837971,163433.954716,22995.813599,32892.887807
1010598.146765,659431.630773,931844.467703,252649.536691,164857.907693,23296.111693,27997.085973
1042181.723745,654771.235318,932846.666429,260545.430936,163692.808829,23321.166661,47018.993363
977529.140248,628127.380425,939077.514524,244382.285062,157031.845106,23476.937863,25712.644903
999638.858323,646917.733605,950037.780937,249909.714581,161729.433401,23750.944523,10318.369827
990884.964853,636356.500384,911613.781221,247721.241213,159089.125096,22790.344531,35676.704819
980201.580506,620633.214173,913529.382981,245050.395127,155158.303543,22838.234575,41788.925101
962065.033162,641594.705986,964146.749666,240516.258290,160398.676496,24103.668742,42694.457534
997500.029158,634276.292497,943110.029158,249375.007289,158569.073124,23577.750729,5214.697747
987968.813662,662670.667100,905947.190056,246992.203416,165667.666775,22648.679751,48909.363914
990137.892050,648371.320102,973450.876742,247534.473013,162092.830026,24336.271919,31324.911672
1005017.456471,632550.075939,946800.897751,251254.364118,158137.518985,23670.022444,6755.221048
981998.705942,668419.939241,928965.796047,245499.676486,167104.984810,23224.144901,39844.609887
985668.299137,640230.661918,958039.688890,246417.074784,160057.665479,23950.992222,19304.315715
983598.104057,661101.806802,910613.610353,245899.526014,165275.451700,22765.340259,45741.385772
995185.773483,639660.000000,939926.104734,248796.443371,159915.000000,23498.152618,8313.960480
997854.278593,645880.235557,963627.000000,249463.569648,161470.058889,24090.675000,19738.453072
985361.697535,663008.535474,925554.302465,246340.424384,165752.133869,23138.857562,36008.667015
1007357.456690,613301.160365,943708.478762,251839.364172,153325.290091,23592.711969,25236.912115
983060.927055,665097.864912,926984.062144,245765.231764,166274.466228,23174.601554,37765.051302
984693.371054,659968.656796,1008405.742108,246173.342764,164992.164199,25210.143553,68222.836709
955926.308765,603432.311700,916853.105685,238981.577191,150858.077925,22921.327642,63170.425179
994510.238114,647374.940156,917458.573401,248627.559528,161843.735039,22936.464335,30754.884802
1003493.049076,656592.728851,930917.652285,250873.262269,164148.182213,23272.941307,24512.206842
1025979.670910,622213.640921,933853.858463,256494.917728,155553.410230,23346.346462,32095.786995
957257.202790,632039.994795,906173.033074,239314.300698,158009.998699,22654.325827,58992.131574
1003788.424831,632405.982496,930859.912433,250947.106208,158101.495624,23271.497811,16270.107427
991853.235130,670301.576062,944898.298376,247963.308783,167575.394015,23622.457459,33954.804697
998717.376238,633584.861377,944646.115505,249679.344059,158396.215344,23616.152888,4466.089654
993528.397400,645259.099565,966216.336447,248382.099350,161314.774891,24155.408411,22783.972923
992896.463496,643837.159972,943219.302585,248224.115874,160959.289993,23580.482565,10264.722687
1004331.205403,621481.362071,932997.921666,251082.801351,155370.340518,23324.948042,20946.058903
987775.900531,648586.280328,936748.013259,246943.975133,162146.570082,23418.700331,19222.121901
1043380.489639,650510.912478,930823.186261,260845.122410,162627.728119,23270.579657,47330.440063
995190.221414,657943.813195,901740.000000,248797.555353,164485.953299,22543.500000,49012.620436
1004034.116382,630245.535600,925310.071200,251008.529096,157561.383900,23132.751780,22167.269746
986702.794281,663176.489820,904779.322531,246675.698570,165794.122455,22619.483063,50457.451381
973148.269557,652611.402735,933030.000000,243287.067389,163152.850684,23325.750000,33806.087636
1000963.099241,632641.184973,945826.416724,250240.774810,158160.296243,23645.660418,4861.528495
994832.777554,640610.190476,944135.288611,248708.194388,160152.547619,23603.382215,6704.740964
956528.476036,624560.146690,912427.551666,239132.119009,156140.036672,22810.688792,56765.109499
1013152.933805,652206.694925,938556.726628,253288.233451,163051.673731,23463.918166,20799.228634
967214.341290,646489.605468,938784.530765,241803.585322,161622.401367,23469.613269,35196.651903
1001031.469044,630118.764384,944240.158899,250257.867261,157529.691096,23606.003972,7576.263917
999866.896739,638276.170970,1020176.518266,249966.724185,159569.042742,25504.412957,74223.298277
970492.063603,604928.028124,882556.792085,242623.015901,151232.007031,22063.919802,77318.392596
985272.735775,595402.365910,947228.096694,246318.183944,148850.591478,23680.702417,44752.836644
1001431.521442,639486.705049,945035.331939,250357.880360,159871.676262,23625.883298,2412.183081
990960.467620,632470.505793,948801.993329,247740.116905,158117.626448,23720.049833,11117.605253
994366.593656,651699.402214,947048.066091,248591.648414,162924.850554,23676.201652,15516.605460
989674.229413,640244.315793,953249.454794,247418.557353,160061.078948,23831.236370,13318.842787
1010944.720582,634687.819732,934577.851505,252736.180145,158671.954933,23364.446288,15716.396850
986422.555679,632979.713718,953812.717692,246605.638920,158244.928430,23845.317942,16711.333017
964762.838265,652939.606723,988882.524632,241190.709566,163234.901681,24722.063116,57936.262268
983417.457938,591886.443258,954649.525506,245854.364485,147971.610815,23866.238138,49444.645235
1025896.706085,621437.362181,933505.489005,256474.176521,155359.340545,23337.637225,32538.721959
967524.319125,619410.700752,960681.881773,241881.079781,154852.675188,24017.047044,40356.393730
989139.736597,661607.309825,935541.806423,247284.934149,165401.827456,23388.545161,28623.051289
1026369.894098,629724.400813,935218.942516,256592.473525,157431.100203,23380.473563,29088.804110
1014067.512489,607933.491057,948032.849792,253516.878122,151983.372764,23700.821245,32586.722767
982400.597556,667973.898264,928721.901264,245600.149389,166993.474566,23218.047532,39418.896900
1026387.708964,633114.967308,929920.265888,256596.927241,158278.741827,23248.006647,30788.238787
998917.307955,633666.402320,944738.951692,249729.326989,158416.600580,23618.473792,4291.976329
1014126.393910,619919.522131,945934.886050,253531.598478,154979.880533,23648.372151,22241.245894
1002848.615253,633616.464040,943924.535960,250712.153813,158404.116010,23598.113399,4968.644860
998336.199100,643634.601158,901747.501607,249584.049775,160908.650289,22543.687540,44690.435530
992407.124760,642538.427728,936588.225719,248101.781190,160634.606932,23414.705643,13360.409436
1020556.937542,628434.281555,911538.092557,255139.234385,157108.570389,22788.452314,40865.940593
1008304.191590,654067.908439,933149.830894,252076.047898,163516.977110,23328.745772,22377.110700
1010493.914573,626669.294226,952508.422255,252623.478643,156667.323556,23812.710556,16127.786439
986465.430898,652701.895797,993942.464695,246616.357725,163175.473949,24848.561617,52252.548254
982772.981670,680977.462726,936510.997150,245693.245418,170244.365681,23412.774929,47905.283258
1003634.673832,638466.584552,944674.926195,250908.668458,159616.646138,23616.873155,3554.599584
995267.058546,621111.600086,958896.360312,248816.764637,155277.900021,23972.409008,21499.637630
1012709.574649,649459.796870,943527.976676,253177.393662,162364.949218,23588.199417,17299.836941
1027721.286002,629776.710426,950584.636613,256930.321501,157444.177607,23764.615915,28691.286332
1023133.942361,631155.355082,942648.341909,255783.485590,157788.838771,23566.208548,23758.814429
1009134.774217,641308.121658,931665.209476,252283.693554,160327.030415,23291.630237,17148.464936
990651.791542,639833.717643,950657.738361,247662.947885,159958.429411,23766.443459,11138.405288
1006047.667223,598143.667223,943554.510579,251511.916806,149535.916806,23588.862764,39798.327176
988639.444535,644089.896347,939560.488677,247159.861134,161022.474087,23489.012217,14990.221442
982822.059153,681287.554051,936628.801500,245705.514788,170321.888513,23415.720037,48146.068850
987667.922563,625898.392998,928773.525689,246916.980641,156474.598249,23219.338142,24358.987708
1024667.100528,630845.241869,934909.019532,256166.775132,157711.310467,23372.725488,27413.391112
963566.770535,658071.146177,993615.010623,240891.692634,164517.786544,24840.375266,63695.808696
995484.000000,639026.102310,943367.236042,248871.000000,159756.525578,23584.180901,5831.413732
996695.101519,637968.246203,943285.050759,249173.775380,159492.061551,23582.126269,4654.312184
1037678.131645,653220.394936,931831.867837,259419.532911,163305.098734,23295.796696,42799.372920
980335.141189,619539.239300,914110.386695,245083.785297,154884.809825,22852.759667,41732.701025
1001068.828884,646759.674632,958889.184986,250267.207221,161689.918658,23972.229625,15928.171389
1000972.749779,639660.000000,946911.303383,250243.187445,159915.000000,23672.782585,2434.252343
983829.188277,661130.321282,911255.648710,245957.297069,165282.580321,22781.391218,45176.344427
1012913.321994,646037.949216,939529.368745,253228.330499,161509.487304,23488.234219,16414.825180
970613.601474,644684.824625,921278.637797,242653.400368,161171.206156,23031.965945,39403.816506
968656.996183,612756.313754,936702.246040,242164.249046,153189.078439,23417.556151,41339.610113
995745.345798,641419.906196,944309.572101,248936.336449,160354.976549,23607.739303,6373.348278
1020794.444227,636786.843212,930355.487965,255198.611057,159196.710803,23258.887199,25631.571787
983575.696238,589562.450331,948763.287392,245893.924060,147390.612583,23719.082185,50882.725388
983162.579575,607976.579575,958937.762548,245790.644894,151994.144894,23973.444064,36582.156328
985140.484245,623231.359438,945555.621292,246285.121061,155807.839859,23638.890532,20931.523648
985370.340614,671167.212154,922425.865484,246342.585154,167791.803038,23060.646637,43783.711355
983668.488085,612995.552268,945068.532865,245917.122021,153248.888067,23626.713322,29705.976629
1004093.203620,643932.669659,913159.572817,251023.300905,160983.167415,22828.989320,33625.432669
1017447.188017,651758.037950,936911.967908,254361.797004,162939.509487,23422.799198,23958.307556
971795.486204,654926.472761,932356.431725,242948.871551,163731.618190,23308.910793,36220.415692
988159.985050,658342.640413,915444.713355,247039.996262,164585.660103,22886.117834,38963.894996
989234.936654,589402.279959,948469.983286,247308.734163,147350.569990,23711.749582,49433.330530
986596.314900,638256.983764,956462.945477,246649.078725,159564.245941,23911.573637,17420.001043
958708.331512,594134.033812,961077.587517,239677.082878,148533.508453,24026.939688,62058.613351
984978.031094,665293.657206,949531.194250,246244.507773,166323.414302,23738.279856,32041.200872
985298.494393,595669.273594,946870.637140,246324.623598,148917.318398,23671.765928,44484.456894
996979.588859,634019.308828,943351.101199,249244.897215,158504.827207,23583.777530,5563.452381
973695.066279,631344.667969,964256.297674,243423.766570,157836.166992,24106.407442,33005.331699
981518.195299,623783.719706,916460.615739,245379.548825,155945.929927,22911.515393,37642.249190
968961.000000,626668.303399,944071.280198,242240.250000,156667.075850,23601.782005,33366.400605
994951.469898,645019.254403,919193.923301,248737.867475,161254.813601,22979.848083,28351.363309
